239053, Federico Valverde, 88, CM | RM, Real Madrid, https://cdn.fifacm.com/content/media/imgs/fc24/players/p239053.png?v=22
253163, Ronald Araujo, 86, CB | RB, FC Barcelona, https://cdn.fifacm.com/content/media/imgs/fc24/players/p253163.png?v=22
176580, Luis Suárez, 84, ST, Inter Miami, https://www.fifacm.com/content/media/imgs/fc24/players/notfound_player.png
216460, Giménez, 83, CB, Atlético de Madrid, https://cdn.fifacm.com/content/media/imgs/fc24/players/p216460.png?v=22
253072, Darwin Núñez, 83, ST | LW, Liverpool, https://cdn.fifacm.com/content/media/imgs/fc24/players/p253072.png?v=22
223959, Lucas Torreira, 82, CDM | CM, Galatasaray, https://cdn.fifacm.com/content/media/imgs/fc24/players/p223959.png?v=22
227535, Rodrigo Bentancur, 82, CM | CDM, Tottenham Hotspur, https://cdn.fifacm.com/content/media/imgs/fc24/players/p227535.png?v=22
197655, Sebastián Coates, 81, CB, Sporting CP, https://cdn.fifacm.com/content/media/imgs/fc24/players/p197655.png?v=22
253306, Manuel Ugarte, 81, CDM | CM, Paris Saint-Germain, https://cdn.fifacm.com/content/media/imgs/fc24/players/p253306.png?v=22
182494, Fernando Muslera, 80, GK, Galatasaray, https://cdn.fifacm.com/content/media/imgs/fc24/players/p182494.png?v=22
232665, Mauro Arambarri, 79, CDM | CM, Getafe CF, https://cdn.fifacm.com/content/media/imgs/fc24/players/p232665.png?v=22
186537, Cristhian Stuani, 78, ST, Girona FC, https://cdn.fifacm.com/content/media/imgs/fc24/players/p186537.png?v=22
247131, Alfonso Espino, 78, LB, Rayo Vallecano, https://cdn.fifacm.com/content/media/imgs/fc24/players/p247131.png?v=22
179813, Edinson Cavani, 77, ST, Boca Juniors, https://cdn.fifacm.com/content/media/imgs/fc24/players/p179813.png?v=22
219985, Matias Vecino, 77, CM | CDM, Lazio, https://cdn.fifacm.com/content/media/imgs/fc24/players/p219985.png?v=22
223816, Jonathan Rodríguez, 77, ST | LW, Portland Timbers, https://www.fifacm.com/content/media/imgs/fc24/players/notfound_player.png
237658, Santiago Bueno, 77, CB, Wolverhampton Wanderers, https://cdn.fifacm.com/content/media/imgs/fc24/players/p237658.png?v=22
240716, Mathías Olivera, 77, LB, Napoli, https://cdn.fifacm.com/content/media/imgs/fc24/players/p240716.png?v=22
239207, Maximiliano Gómez, 76, ST, Cádiz CF, https://cdn.fifacm.com/content/media/imgs/fc24/players/p239207.png?v=22
240663, Miguel Ángel Merentiel, 76, ST, Boca Juniors, https://cdn.fifacm.com/content/media/imgs/fc24/players/p240663.png?v=22
230965, Nahitan Nández, 75, RM | CM | RB, Cagliari, https://cdn.fifacm.com/content/media/imgs/fc24/players/p230965.png?v=22
241907, Diego Rossi, 75, CF | LM, Columbus Crew, https://cdn.fifacm.com/content/media/imgs/fc24/players/p241907.png?v=22
251377, Rodrigo Zalazar, 75, CAM | CM | CDM, Braga, https://cdn.fifacm.com/content/media/imgs/fc24/players/p251377.png?v=22
