234577, Diogo Meireles Costa, 83, GK, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p234577.png?v=22
234574, José Diogo Dalot Teixeira, 81, RB | LB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p234574.png?v=22
239818, Rúben Santos Gato Alves Dias, 89, CB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p239818.png?v=22
257179, Gonçalo Bernardo Inácio, 80, CB | LB | CDM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p257179.png?v=22
210514, João Pedro Cavaco Cancelo, 86, RB | LB | RM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p210514.png?v=22
229391, João Maria Palhinha Gonçalves, 84, CDM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p229391.png?v=22
218667, Bernardo Mota Carvalho e Silva, 88, CM | RW, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p218667.png?v=22
210411, Otávio Edmilson da Silva Monteiro, 82, CAM | RM | CM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p210411.png?v=22
212198, Bruno Miguel Borges Fernandes, 87, CAM | CM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p212198.png?v=22
241721, Rafael da Conceição Leão, 86, LW | CF | LM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p241721.png?v=22
20801, C. Ronaldo dos Santos Aveiro, 86, ST, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p20801.png?v=22
256903, Gonçalo Matias Ramos, 79, ST, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p256903.png?v=22
120533, Képler Laveran Lima Ferreira, 81, CB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p120533.png?v=22
242444, João Félix Sequeira, 81, CF | ST | LW, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p242444.png?v=22
224458, Diogo José Teixeira da Silva, 85, CF | LW, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p224458.png?v=22
213516, Ricardo Jorge da Luz Horta, 82, CAM | LM | RM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p213516.png?v=22
178005, Rui Pedro dos Santos Patrício, 80, GK, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p178005.png?v=22
252145, Nuno Alexandre Tavares Mendes, 82, LB | LWB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p252145.png?v=22
227928, Nélson Cabral Semedo, 79, RWB | RB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p227928.png?v=22
200888, Danilo Luís Hélio Pereira, 81, CB | CDM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p200888.png?v=22
255253, Vítor Machado Ferreira, 83, CM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p255253.png?v=22
224293, Rúben Diogo da Silva Neves, 84, CDM | CM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p224293.png?v=22
209889, Raphaël Guerreiro, 82, LB | CM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p209889.png?v=22
212442, José Pedro Malheiro de Sá, 79, GK, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p212442.png?v=22
258607, Tote António Gomes, 76, CB | LB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p258607.png?v=22
270086, António João Tavares Silva, 79, CB, , https://www.fifacm.com/content/media/imgs/fc24/players/notfound_player.png
