192119, Thibaut Courtois, 90, GK, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p192119.png?v=22
222501, Timothy Castagne, 76, RB | LB | RW, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p222501.png?v=22
235036, Wout Faes, 76, CB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p235036.png?v=22
172871, Jan Vertonghen, 79, CB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p172871.png?v=22
257278, Arthur Theate, 77, CB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p257278.png?v=22
257057, Amadou Onana, 77, CDM | CM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p257057.png?v=22
216393, Youri Tielemans, 81, CM | CDM | CAM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p216393.png?v=22
231416, Dodi Lukébakio, 79, RW | ST | LW, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p231416.png?v=22
208418, Yannick Carrasco, 84, LW | LM | CF, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p208418.png?v=22
192985, Kevin De Bruyne, 91, CM | CAM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p192985.png?v=22
192505, Romelu Lukaku, 84, ST, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p192505.png?v=22
251470, Charles De Ketelaere, 78, CAM | ST | CF, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p251470.png?v=22
199641, Matz Sels, 79, GK, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p199641.png?v=22
242664, Alexis Saelemaekers, 78, RM | RW | LM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p242664.png?v=22
234078, Orel Mangala, 76, CM | CDM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p234078.png?v=22
199652, Dennis Praet, 74, CAM | RM | CM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p199652.png?v=22
243580, Loïs Openda, 84, ST, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p243580.png?v=22
192984, Koen Casteels, 83, GK, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p192984.png?v=22
202371, Thomas Meunier, 76, RB | RM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p202371.png?v=22
188400, Thomas Kaminski, 75, GK, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p188400.png?v=22
246420, Jérémy Doku, 79, LW | RW, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p246420.png?v=22
242663, Sebastiaan Bornauw, 74, CB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p242663.png?v=22
207421, Leandro Trossard, 82, CF | LW, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p207421.png?v=22
263620, Romeo Lavia, 73, CDM | CM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p263620.png?v=22
254262, Zeno Debast, 73, CB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p254262.png?v=22
265450, Johan Bakayoko, 78, RW, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p265450.png?v=22
