253073, Joseph Okumu, 74, CB, Stade de Reims, https://cdn.fifacm.com/content/media/imgs/fc24/players/p253073.png?v=22
188942, Victor Wanyama, 72, CDM | CM, CF Montréal, https://cdn.fifacm.com/content/media/imgs/fc24/players/p188942.png?v=22
254899, Erick Otieno, 69, LB | LM, Raków Częstochowa, https://cdn.fifacm.com/content/media/imgs/fc24/players/p254899.png?v=22
276407, Joneston Omorwa, 67, CB, Estrela Amadora, https://cdn.fifacm.com/content/media/imgs/fc24/players/p276407.png?v=22
233665, Jonah Ayunga, 65, ST | RW, St. Mirren, https://cdn.fifacm.com/content/media/imgs/fc24/players/p233665.png?v=22
242093, Eric Johana Omondi, 65, RM | ST, UTA Arad, https://cdn.fifacm.com/content/media/imgs/fc24/players/p242093.png?v=22
234501, Daniel Anyembe, 64, CB | RB | LB, Viborg FF, https://cdn.fifacm.com/content/media/imgs/fc24/players/p234501.png?v=22
237503, Clarke Oduor, 63, RW | LWB | LB, Bradford City, https://cdn.fifacm.com/content/media/imgs/fc24/players/p237503.png?v=22
276047, Vincent Harper, 63, RWB | LWB, Exeter City, https://cdn.fifacm.com/content/media/imgs/fc24/players/p276047.png?v=22
268410, Collins Sichenje, 60, CB | CM, AIK, https://www.fifacm.com/content/media/imgs/fc24/players/notfound_player.png
267744, Zech Obiero, 57, CM | CAM | CDM, Leyton Orient, https://cdn.fifacm.com/content/media/imgs/fc24/players/p267744.png?v=22
271645, Timothy Noor Ouma, 56, CAM, IF Elfsborg, https://cdn.fifacm.com/content/media/imgs/fc24/players/p271645.png?v=22
274580, Abdi Salim, 52, CB, Orlando City SC, https://cdn.fifacm.com/content/media/imgs/fc24/players/p274580.png?v=22
