225663, Alexandr Golovin, 80, CF | LM, AS Monaco, https://cdn.fifacm.com/content/media/imgs/fc24/players/p225663.png?v=22
214092, Alexey Miranchuk, 78, CF | CAM, Atalanta, https://cdn.fifacm.com/content/media/imgs/fc24/players/p214092.png?v=22
200094, Magomed Ozdoev, 76, CM | CDM, PAOK, https://cdn.fifacm.com/content/media/imgs/fc24/players/p200094.png?v=22
216336, Yuriy Lodygin, 74, GK, Panathinaikos, https://cdn.fifacm.com/content/media/imgs/fc24/players/p216336.png?v=22
223058, Daler Kuzyaev, 74, CM | CAM, Le Havre AC, https://cdn.fifacm.com/content/media/imgs/fc24/players/p223058.png?v=22
264701, Arsen Zakharyan, 74, LM | RM | CM, Real Sociedad, https://www.fifacm.com/content/media/imgs/fc24/players/notfound_player.png
206225, Denis Cheryshev, 72, LW | ST | LM, Venezia, https://cdn.fifacm.com/content/media/imgs/fc24/players/p206225.png?v=22
213150, Kritsyuk, 71, GK, Gil Vicente FC, https://cdn.fifacm.com/content/media/imgs/fc24/players/p213150.png?v=22
222389, Nikita Haikin, 70, GK, FK Bodø/Glimt, https://cdn.fifacm.com/content/media/imgs/fc24/players/p222389.png?v=22
228861, Stanislav Iljutcenko, 70, ST, FC Seoul, https://cdn.fifacm.com/content/media/imgs/fc24/players/p228861.png?v=22
186296, Roman Neustädter, 69, CB | CDM, Westerlo, https://cdn.fifacm.com/content/media/imgs/fc24/players/p186296.png?v=22
236046, Ivan Zlobin, 67, GK, Famalicão, https://cdn.fifacm.com/content/media/imgs/fc24/players/p236046.png?v=22
266581, Mark Mampassi, 67, CB, Kortrijk, https://cdn.fifacm.com/content/media/imgs/fc24/players/p266581.png?v=22
192732, Edgar Prib, 64, CDM | CB, SpVgg Greuther Fürth, https://cdn.fifacm.com/content/media/imgs/fc24/players/p192732.png?v=22
260896, German Onugkha, 63, ST, Vejle BK, https://cdn.fifacm.com/content/media/imgs/fc24/players/p260896.png?v=22
266846, Ramil Mustafaev, 63, RM | RWB, Legia Warszawa, https://cdn.fifacm.com/content/media/imgs/fc24/players/p266846.png?v=22
259167, Vladislav Molchan, 59, CB, SM Caen, https://cdn.fifacm.com/content/media/imgs/fc24/players/p259167.png?v=22
262530, Andrew Thomas, 58, GK, Seattle Sounders, https://cdn.fifacm.com/content/media/imgs/fc24/players/p262530.png?v=22
