278069, Luis Palma, 74, LW, Celtic, https://www.fifacm.com/content/media/imgs/fc24/players/notfound_player.png
205495, Anthony Lozano, 72, ST | LM, UD Almería, https://cdn.fifacm.com/content/media/imgs/fc24/players/p205495.png?v=22
236245, Alberth Elis, 72, ST | RW | RM, Girondins de Bordeaux, https://cdn.fifacm.com/content/media/imgs/fc24/players/p236245.png?v=22
255316, Denil Maldonado, 69, CB | RB, Universitatea Craiova, https://cdn.fifacm.com/content/media/imgs/fc24/players/p255316.png?v=22
241094, Rigoberto Rivas, 68, LM | RM | ST, Hatayspor, https://www.fifacm.com/content/media/imgs/fc24/players/notfound_player.png
267873, Kervin Arriaga, 67, CDM, Minnesota United FC, https://cdn.fifacm.com/content/media/imgs/fc24/players/p267873.png?v=22
227916, Deybi Flores, 65, CDM | CM, Toronto FC, https://www.fifacm.com/content/media/imgs/fc24/players/notfound_player.png
275253, David Ruiz, 64, CM | CDM | RWB, Inter Miami, https://cdn.fifacm.com/content/media/imgs/fc24/players/p275253.png?v=22
264157, Joseph Rosales, 62, LB | LM | CDM, Minnesota United FC, https://cdn.fifacm.com/content/media/imgs/fc24/players/p264157.png?v=22
279704, Alenis Vargas, 50, ST, Sporting KC, https://www.fifacm.com/content/media/imgs/fc24/players/notfound_player.png
255217, Florián Monzón, 65, ST, Central Córdoba, https://www.fifacm.com/content/media/imgs/fc24/players/notfound_player.png
255352, Francesco Lo Celso, 65, LM | CM | CAM, Rosario Central, https://cdn.fifacm.com/content/media/imgs/fc24/players/p255352.png?v=22
258051, Rodrigo Herrera, 65, CDM | CM, Barracas Central, https://cdn.fifacm.com/content/media/imgs/fc24/players/p258051.png?v=22
258103, Mateo Tanlongo, 65, CM | CDM, Rio Ave, https://cdn.fifacm.com/content/media/imgs/fc24/players/p258103.png?v=22
258177, Agostino Spina, 65, CDM | CM, Huracán, https://cdn.fifacm.com/content/media/imgs/fc24/players/p258177.png?v=22
261351, Yair Arismendi, 65, LM | RM, Sarmiento, https://cdn.fifacm.com/content/media/imgs/fc24/players/p261351.png?v=22
261369, Pablo Minissale, 65, CB, Tigre, https://cdn.fifacm.com/content/media/imgs/fc24/players/p261369.png?v=22
