209331, Mohamed Salah, 89, RW, Liverpool, https://cdn.fifacm.com/content/media/imgs/fc24/players/p209331.png?v=22
256675, Omar Marmoush, 78, ST | LM, Eintracht Frankfurt, https://cdn.fifacm.com/content/media/imgs/fc24/players/p256675.png?v=22
210648, Ahmed Hegazi, 76, CB, Al Ittihad, https://cdn.fifacm.com/content/media/imgs/fc24/players/p210648.png?v=22
213051, Mohamed Elneny, 75, CDM | CM, Arsenal, https://cdn.fifacm.com/content/media/imgs/fc24/players/p213051.png?v=22
222134, Tarek Hamed, 75, CDM | CM, Damac FC, https://cdn.fifacm.com/content/media/imgs/fc24/players/p222134.png?v=22
226078, Mahmoud Hassan, 75, LM | LW, Trabzonspor, https://cdn.fifacm.com/content/media/imgs/fc24/players/p226078.png?v=22
254247, Mostafa Mohamed, 75, ST, FC Nantes, https://cdn.fifacm.com/content/media/imgs/fc24/players/p254247.png?v=22
197975, Sam Morsy, 74, CDM, Ipswich Town, https://cdn.fifacm.com/content/media/imgs/fc24/players/p197975.png?v=22
210259, Ahmed Hassan, 70, ST, Alanyaspor, https://www.fifacm.com/content/media/imgs/fc24/players/notfound_player.png
261622, Mohamed Sherif, 69, ST, Al Khaleej, https://cdn.fifacm.com/content/media/imgs/fc24/players/p261622.png?v=22
243954, Ahmed Mostafa, 61, LM | RM | ST, Al Okhdood, https://cdn.fifacm.com/content/media/imgs/fc24/players/p243954.png?v=22
