222562, Rúnar Alex Rúnarsson, 72, GK, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p222562.png?v=22
237511, Alfons Sampsted, 72, RB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p237511.png?v=22
221422, Sverrir Ingi Ingason, 74, CB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p221422.png?v=22
208522, Hörður Magnússon, 74, CB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p208522.png?v=22
226510, Daníel Leó Grétarsson, 64, CB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p226510.png?v=22
191076, Jóhann Berg Guðmundsson, 72, RM | CAM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p191076.png?v=22
189167, Aron Gunnarsson, 68, CDM | CM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p189167.png?v=22
262088, Hákon Arnar Haraldsson, 73, LM | CAM | LW, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p262088.png?v=22
246814, Ísak Bergmann Jóhannesson, 69, CM | RW, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p246814.png?v=22
241474, Jón Dagur Þorsteinsson, 71, LM | CF | LW, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p241474.png?v=22
195586, Alfreð Finnbogason, 69, ST, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p195586.png?v=22
260383, Valgeir Lunddal, 67, RB | LB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p260383.png?v=22
269400, Sævar Atli Magnússon, 65, ST | CAM | CM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p269400.png?v=22
190640, Victor Pálsson, 72, CB | CDM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p190640.png?v=22
246704, Elías Rafn Ólafsson, 66, GK, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p246704.png?v=22
238196, Arnór Sigurðsson, 70, LM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p238196.png?v=22
211177, Arnór Ingvi Traustason, 68, CM | LM | CDM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p211177.png?v=22
175789, Birkir Bjarnason, 67, CAM | CM | CDM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p175789.png?v=22
236883, Mikael Anderson, 72, CAM | LW, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p236883.png?v=22
264436, Mikael Egill Ellertsson, 66, CM | LM | RM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p264436.png?v=22
245274, Patrik Gunnarsson, 68, GK, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p245274.png?v=22
238004, Albert Guðmundsson, 79, ST | CF, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p238004.png?v=22
208597, Hjörtur Hermannsson, 67, CB | RB, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p208597.png?v=22
270578, Willum Þór Willumsson, 70, CAM | RM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p270578.png?v=22
263657, Þórir Jóhann Helgason, 67, CM, , https://cdn.fifacm.com/content/media/imgs/fc24/players/p263657.png?v=22
274927, Kristian Hlynsson, 69, CAM | CM | RW, , https://www.fifacm.com/content/media/imgs/fc24/players/notfound_player.png
