204485, Riyad Mahrez, 86, RM | RW, Al Ahli, https://cdn.fifacm.com/content/media/imgs/fc24/players/p204485.png?v=22
226754, Ismaël Bennacer, 84, CDM | CM | CAM, Milan, https://cdn.fifacm.com/content/media/imgs/fc24/players/p226754.png?v=22
213296, Nabil Bentaleb, 78, CDM | CM, LOSC Lille, https://cdn.fifacm.com/content/media/imgs/fc24/players/p213296.png?v=22
220621, Saïd Benrahma, 78, LW | LM, Olympique Lyonnais, https://cdn.fifacm.com/content/media/imgs/fc24/players/p220621.png?v=22
224196, Ramy Bensebaini, 78, LB | CB, Borussia Dortmund, https://cdn.fifacm.com/content/media/imgs/fc24/players/p224196.png?v=22
240753, Amine Gouiri, 78, LW | ST | LM, Stade Rennais, https://cdn.fifacm.com/content/media/imgs/fc24/players/p240753.png?v=22
242641, Rayan Aït Nouri, 78, LWB | LM | LB, Wolverhampton Wanderers, https://cdn.fifacm.com/content/media/imgs/fc24/players/p242641.png?v=22
210372, Rachid Ghezzal, 77, RW | RM, Beşiktaş, https://cdn.fifacm.com/content/media/imgs/fc24/players/p210372.png?v=22
201143, Aïssa Mandi, 76, CB | RB, Villarreal CF, https://cdn.fifacm.com/content/media/imgs/fc24/players/p201143.png?v=22
253157, Hicham Boudaoui, 76, CM | CDM, OGC Nice, https://cdn.fifacm.com/content/media/imgs/fc24/players/p253157.png?v=22
270670, Farès Chaïbi, 76, LM | CM | CF, Eintracht Frankfurt, https://cdn.fifacm.com/content/media/imgs/fc24/players/p270670.png?v=22
234906, Houssem Aouar, 75, CM | LM, Roma, https://cdn.fifacm.com/content/media/imgs/fc24/players/p234906.png?v=22
252383, Ramiz Zerrouki, 75, CDM | CM, Feyenoord, https://cdn.fifacm.com/content/media/imgs/fc24/players/p252383.png?v=22
262925, Adem Zorgane, 75, CM | CDM, Charleroi, https://cdn.fifacm.com/content/media/imgs/fc24/players/p262925.png?v=22
176772, Alexandre Oukidja, 74, GK, FC Metz, https://cdn.fifacm.com/content/media/imgs/fc24/players/p176772.png?v=22
263893, Amir Sâyoud, 74, RM | ST | RW, Al Raed, https://cdn.fifacm.com/content/media/imgs/fc24/players/p263893.png?v=22
201454, Faouzi Ghoulam, 73, LB | CB, Hatayspor, https://www.fifacm.com/content/media/imgs/fc24/players/notfound_player.png
217699, Islam Slimani, 73, ST, KV Mechelen, https://www.fifacm.com/content/media/imgs/fc24/players/notfound_player.png
223139, Akim Zedadka, 73, RB | LB, Real Zaragoza, https://cdn.fifacm.com/content/media/imgs/fc24/players/p223139.png?v=22
231242, Adam Ounas, 73, RM | ST, LOSC Lille, https://cdn.fifacm.com/content/media/imgs/fc24/players/p231242.png?v=22
235955, Rafik Guitane, 73, RW | RM | CF, Estoril, https://cdn.fifacm.com/content/media/imgs/fc24/players/p235955.png?v=22
240754, Youcef Atal, 73, RB | RW, Adana Demirspor, https://cdn.fifacm.com/content/media/imgs/fc24/players/p240754.png?v=22
254895, Farouk Chafaï, 73, CB, Damac FC, https://cdn.fifacm.com/content/media/imgs/fc24/players/p254895.png?v=22
