234396, Alphonso Davies, 82, LB | LM, Bayern München, https://cdn.fifacm.com/content/media/imgs/fc24/players/p234396.png?v=22
243630, Jonathan David, 80, ST, LOSC Lille, https://cdn.fifacm.com/content/media/imgs/fc24/players/p243630.png?v=22
242380, Stephen Eustáquio, 77, CDM | CM, FC Porto, https://cdn.fifacm.com/content/media/imgs/fc24/players/p242380.png?v=22
226777, Cyle Larin, 75, ST, RCD Mallorca, https://cdn.fifacm.com/content/media/imgs/fc24/players/p226777.png?v=22
256107, Alistair Johnston, 75, RB, Celtic, https://cdn.fifacm.com/content/media/imgs/fc24/players/p256107.png?v=22
213439, Jonathan Osorio, 73, CM | CDM | LM, Toronto FC, https://cdn.fifacm.com/content/media/imgs/fc24/players/p213439.png?v=22
213536, Maxime Crépeau, 73, GK, Portland Timbers, https://cdn.fifacm.com/content/media/imgs/fc24/players/p213536.png?v=22
240925, Liam Millar, 72, LM | LWB, Preston North End, https://cdn.fifacm.com/content/media/imgs/fc24/players/p240925.png?v=22
246800, Tajon Buchanan, 72, RB | RM | LM, Inter, https://cdn.fifacm.com/content/media/imgs/fc24/players/p246800.png?v=22
232081, Richie Laryea, 71, RB | LB | RM, Toronto FC, https://cdn.fifacm.com/content/media/imgs/fc24/players/p232081.png?v=22
243009, Derek Cornelius, 71, CB, Malmö FF, https://cdn.fifacm.com/content/media/imgs/fc24/players/p243009.png?v=22
247228, Dayne St. Clair, 71, GK, Minnesota United FC, https://cdn.fifacm.com/content/media/imgs/fc24/players/p247228.png?v=22
247648, Kamal Miller, 71, CB, Portland Timbers, https://cdn.fifacm.com/content/media/imgs/fc24/players/p247648.png?v=22
264207, Ismaël Koné, 71, CM, Watford, https://cdn.fifacm.com/content/media/imgs/fc24/players/p264207.png?v=22
189462, Junior Hoilett, 70, LM | RWB | LWB, Aberdeen, https://cdn.fifacm.com/content/media/imgs/fc24/players/p189462.png?v=22
192528, Steven de Sousa Vitória, 70, CB, Chaves, https://cdn.fifacm.com/content/media/imgs/fc24/players/p192528.png?v=22
213092, Samuel Piette, 70, CDM | CM, CF Montréal, https://cdn.fifacm.com/content/media/imgs/fc24/players/p213092.png?v=22
233045, Iké Ugbo, 70, ST, Sheffield Wednesday, https://cdn.fifacm.com/content/media/imgs/fc24/players/p233045.png?v=22
244680, Mathieu Choinière, 70, CM | LM | RM, CF Montréal, https://cdn.fifacm.com/content/media/imgs/fc24/players/p244680.png?v=22
258758, Theo Corbeanu, 70, RM | LM | RW, Granada CF, https://cdn.fifacm.com/content/media/imgs/fc24/players/p258758.png?v=22
220028, Sam Adekugbe, 69, LB | LM, Vancouver Whitecaps, https://cdn.fifacm.com/content/media/imgs/fc24/players/p220028.png?v=22
178287, Scott Arfield, 68, CM | CAM, Charlotte FC, https://cdn.fifacm.com/content/media/imgs/fc24/players/p178287.png?v=22
238922, Mark-Anthony Kaye, 68, CM | CDM, New England Revolution, https://cdn.fifacm.com/content/media/imgs/fc24/players/p238922.png?v=22
